,title,headers,text,date,link
0,"Southwest and 3 Other Airline Stocks Ready to Rebound, Says Morgan Stanley | Barron's","Southwest and 3 Other Airline Stocks Ready to Rebound, Says Morgan Stanley. Here’s BofA’s List of 4 Enterprise Software Stocks","  Airline stocks should rally an average 30% over the next year, with Southwest Airlines offering the best risk/reward for investors. That view comes from Morgan Stanley analyst Ravi Shanker, who initiated coverage on the industry Monday. He rates Southwest (ticker: LUV) as his top pick, assigning it an Overweight rating and $54 price target. His next stock preferences are JetBlue Airways (JBLU), Delta Air Lines (DAL), and Allegiant Travel (ALGT), all rated Overweight. He assigned a Neutral rating to Alaska Air Group (ALK)... This has been a big year for software stocks, but there may well be further gains ahead. BofA Global Securities analyst Brad Sills has some ideas on how to play the trend. The software analyst on Wednesday resumed the firm’s coverage of five well known enterprise-software companies, setting Buy ratings on Microsoft (MSFT), Salesforce (CRM), ServiceNow (NOW), and Workday (WDAY). He rated Oracle (ORCL) at Neutral. Here’s...       ","Sep 8, 2020",https://www.barrons.com/articles/southwest-and-3-other-airline-stocks-ready-to-rebound-says-morgan-stanley-51599584631
1,"Morgan Stanley's Airline Recovery Stock Picks: Why Analyst Is Bullish On Delta, Bearish On United",. . . . S&P 500. Dow 30. Nasdaq. Russell 2000. Crude Oil. Gold. Silver. EUR/USD. 10-Yr Bond. GBP/USD. USD/JPY.,"                                                   The airline sector will see an eventual recovery in traffic, and investors should hold an attractive view of the industry, according to Morgan Stanley. The Airline Analyst: Ravi Shanker initiated coverage of the following airline stocks: Alaska Air Group, Inc. (NYSE: ALK) at Equal-weight, $46 price target. Allegiant Travel Company (NASDAQ: ALGT) at Overweight, $175 price target. Delta Air Lines, Inc. (NYSE: DAL) at Overweight, $50 price target. JetBlue Airways Corporation (NASDAQ: JBLU) at Overweight, $16 price target. Southwest Airlines Co (NYSE: LUV) at Overweight, $54 price target. United Airlines Holdings Inc (NASDAQ: UAL) at Underweight, $37 price target. Airlines In A Post-Coronavirus World: The COVID-19 pandemic has had an ""unprecedented"" impact on airlines, Shanker said in a Tuesday note. Recent data from the TSA shows that traffic has improved from being down nearly 100% year-over-year to 75% to 80%, the analyst said.  While there is no ""crystal ball"" to determine when the industry will recover, International Air Transport Association estimates call for a return to 2019 levels by the end of 2023 or early 2024, according to BofA.  Yet global GDP should return to pre-COVID-19 levels as soon as the fourth quarter of 2020, with a full U.S. recovery by the end of 2021, Shanker said. This pace of recovery is much faster than prior recessions, and air traffic demand should also rebound much faster than prior cycles, the analyst said.  Morgan Stanley's air travel demand timeline is more bullish, and the firm said revenue passenger miles should return to pre-pandemic levels on a run-rate basis by early 2022 at the latest. Airliners with high domestic leisure exposure, medium haul lengths, strong customer loyalty and/or attractive fares will ""see demand come back first,"" he said.  Is The Worst Over? The federal government will likely introduce a CARES 2 or Payroll Support Program to maintain the status quo, Shanker said.                                   ","Sep 8, 2020",https://finance.yahoo.com/news/morgan-stanleys-airline-recovery-stock-154354389.html
2,Southwest vs Spirit: Which Airline Stock Has A Better Route To Recovery?,. . . S&P 500. Dow 30. Nasdaq. Russell 2000. Crude Oil. Gold. Silver. EUR/USD. 10-Yr Bond. GBP/USD. USD/JPY. BTC-USD.,"                                                   The airline industry continues to face the fallout from the coronavirus pandemic and 2020 could be the worst financial year for the industry as travel restrictions and rising COVID cases continue to hurt business. Back in June, the International Air Transport Association or IATA estimated that global airlines could lose a whopping $84.3 billion this year. Earlier this month, IATA also disclosed that the passenger demand in July (as measured in revenue passenger kilometers or RPKs) was at critically low levels of 79.8%. This came in well below July 2019 levels but was an improvement compared to the 86.6% Y/Y decline recorded in June. We will compare Southwest Airlines and Spirit Airlines and use the TipRanks’ Stock Comparison tool, to see which stock is poised to recover better. Southwest Airlines (LUV) Unlike legacy carriers like American Airlines, Delta and United Airlines, Southwest has never filed for bankruptcy. The low-cost carrier is viewed as the best positioned among the industry to withstand the current crisis. In June, the company said that despite the significant cash burn it has enough cash to carry on business for the next two years. In the second-quarter conference call, Southwest’s CFO Tammy Romo highlighted, “In closing, we have the U.S. industry's strongest balance sheet. We are the only domestic airline to be rated investment-grade by all three rating agencies even after debt raises.” Southwest ended the second quarter with cash and short-term investments of $14.5 billion. Southwest’s second-quarter operating revenue declined 82.9% to $1.0 billion as the pandemic hurt passenger demand and bookings. The carrier’s capacity was down 55.3% compared to 2019’s second quarter. The average cash burn was $23 million per day in the quarter. As per the latest update, Southwest’s operating revenue fell between 70% to 75% Y/Y in July as traffic trends were “stalled” due to rising COVID cases. The airline experienced a modest improvement in August and cited delayed school start dates and virtual classroom instruction as the reasons. It sees continued modest improvements in booking trends in September. However, choppy demand is forcing the airline to cut back its flight","Sep 8, 2020",https://finance.yahoo.com/news/southwest-vs-spirit-airline-stock-122053651.html
3,Why Airline Shares Were Up Today | The Motley Fool,Why Airline Shares Were Up Today. Americans took to the skies over the Labor Day weekend.. What happened. So what.,"   Shares of most airlines were in the green on Tuesday, a day when the S&P 500 fell more than 2%, on data indicating that Americans took to the skies over the Labor Day holiday. Two leisure-focused discounters, JetBlue Airways (NASDAQ:JBLU) and Spirit Airlines (NYSE:SAVE), led the sector higher, climbing as much as 6.3% and 5.9%, respectively, in mid-day trading before giving back some of those gains as the day went on. Airline stocks have had a difficult year in 2020, weighed down by the COVID-19 pandemic and its impact on travel demand. Second-quarter revenue for the industry was down 80% year over year, and the carriers do not expect much of a rebound until there is a vaccine. The airlines do have cash stockpiled to ride out a downturn, but we are going to have to see some signs of improvement in the months to come to ensure that no company runs into liquidity issues. IMAGE SOURCE: GETTY IMAGES. The holiday weekend in the U.S. brought some positive news. More than 900,000 passengers traveled through Transportation Security Administration checkpoints on Friday, Sept. 4, and on Monday, Sept. 7. Friday's was the highest single-day number since March 17, and a significant improvement from early April when fewer than 100,000 passengers were screened on some days. JetBlue and Spirit shares did particularly well in part because all indications are a lot of that business was leisure traffic to Florida, where Spirit is based and JetBlue has major operations. The two airlines are also focused on vacation travel, and not business, and are set up to benefit from a surge in tourist demand. Spirit in particular is an intriguing stock for investors with a strong tolerance for risk. The airline has some of the lowest unit costs in the business, and is well positioned to use low fares to stimulate demand. Traffic was up over the holiday weekend, but the daily volumes were still half of what they were the same days a year prior. And Labor Day also marks the end of the summer vacation season, meaning a lot of that tourism travel demand is likely to dry up. With business travel still nearly non-existent, the airlines are making plans to cut costs and shrink heading into autumn. Investors would be well served to focus more on the long-term trends than the day-to-day traffic flows.    Before","Sep 8, 2020",https://www.fool.com/investing/2020/09/08/why-airline-shares-were-up-today/
4,Wheels Up! Airlines and Travel Stocks Have Taken Off on Pent-Up Demand | ETF Trends,Wheels Up! Airlines and Travel Stocks Have Taken Off on Pent-Up Demand. 2021 Is Going to Be All About Travel:,"By Frank Holmes, CIO and CEO, U.S. Global Investors As you may know by now, stocks just had their best August in more than 30 years. The S&P 500 Index gained 7 percent, the most for the eighth calendar month since 1986, around the same time that Gordon Gekko raided corporations in Oliver Stone’s Wall Street. This is highly positive, as it means investors are betting that a possible vaccine for the coronavirus could be made available sooner rather than later. The head of the Food and Drug Administration (FDA), Stephen Hahn, said on Sunday he is willing to authorize a vaccine before Phase Three clinical trials were complete. Tech stocks have been responsible for much of the market’s gains this year, but August saw a new crop of big gainers. Travel stocks—including airlines, cruise lines and hotels—were among the best performing equities during the month as new daily COVID-19 cases have declined in the U.S. from their mid-July highs. The NYSE Arca Airline Index rose an incredible 17.20 percent, its biggest one-month gain since January 2012.  Royal Caribbean was the top performer of the bunch at 41 percent, followed by MGM Resorts at 40 percent and Norwegian at 25 percent—all representing industries that have been hardest hit by the pandemic. The five biggest airlines in the U.S.—Delta, Southwest, American, United and Alaska—saw double-digit growth in August, even as federal aid is soon to run out. However, President Donald Trump said recently that he supports additional assistance to protect airline workers. “We’ll be helping the airlines. You have to help the airlines,” Trump said from the White House Tuesday. What that help might look like is unclear at the moment, but Trump’s chief of staff Mark Meadows claimed last week that Trump is considering an executive order to bypass Congressional lawmakers, which have still not agreed on a second major coronavirus relief package. I agree with what Investment U’s Matthew Carr wrote this week, that “2021 is going to be all about travel. It’s going to be all about experiences. There will be a year’s worth of pent-up wanderlust that needs to be released.” We’re already seeing some of that pent-up travel demand being acted upon. The number of people flying commercial in the U.S. has continued to recover from the mid-April lows, with more than 807,000 passengers screened by the Transportation Security Administration (TSA) on Sunday, August 30.","Sep 7, 2020",https://www.etftrends.com/wheels-up-airlines-and-travel-stocks-have-taken-off-on-pent-up-demand/
5,#airlinestock - Twitter Search / Twitter,,,"Sep 8, 2020",https://twitter.com/hashtag/airlinestock?lang=en
6,"Delta Air Lines Inc. (New) (NYSE:DAL), Allegiant Travel Company (NASDAQ:ALGT) - Morgan Stanley's Airline Recovery Stock Picks: Why Analyst Is Bullish On Delta, Bearish On United | Benzinga",". . . . . . . . Morgan Stanley's Airline Recovery Stock Picks: Why Analyst Is Bullish On Delta,","      The airline sector will see an eventual recovery in traffic, and investors should hold an attractive view of the industry, according to Morgan Stanley. The Airline Analyst: Ravi Shanker initiated coverage of the following airline stocks: Alaska Air Group, Inc.
ALK 0.36%
at Equal-weight, $46 price target. Allegiant Travel Company
ALGT 0.5%
at Overweight, $175 price target. Delta Air Lines, Inc.
DAL 1.05%
at Overweight, $50 price target. JetBlue Airways Corporation
JBLU 0.49%
at Overweight, $16 price target. Southwest Airlines Co
LUV 0.73%
at Overweight, $54 price target. United Airlines Holdings Inc
UAL 2.48%
at Underweight, $37 price target. We sift through this volatile market for consistent trades so you don't have to. Get Benzinga Options: Starter Edition to follow Benzinga's high-conviction options trades.  Click here to get my trades! Airlines In A Post-Coronavirus World: The COVID-19 pandemic has had an ""unprecedented"" impact on airlines, Shanker said in a Tuesday note. Recent data from the TSA shows that traffic has improved from being down nearly 100% year-over-year to 75% to 80%, the analyst said.  While there is no ""crystal ball"" to determine when the industry will recover, International Air Transport Association estimates call for a return to 2019 levels by the end of 2023 or early 2024, according to BofA.  Yet global GDP should return to pre-COVID-19 levels as soon as the fourth quarter of 2020, with a full U.S. recovery by the end of 2021, Shanker said. This pace of recovery is much faster than prior recessions, and air traffic demand should also rebound much faster than prior cycles, the analyst said.  Morgan Stanley's air travel demand timeline is more bullish, and the firm said revenue passenger miles should return to pre-pandemic levels on a run-rate basis by early 2022 at the latest. Airliners with high domestic leisure exposure, medium haul lengths, strong customer loyalty and/or attractive fares will ""see demand come back first,"" he said.  Is The Worst Over? The federal government will likely introduce a CARES 2 or Payroll Support Program to maintain the status quo, Shanker said.  Cash burn is ""relatively under control,"" and many airlines will have little issue with tapping private market fundraising or further government programs for support, the analyst said.  ""We believe the worst of imminent liquidity risk is past us but we still prefer companies with the most balance sheet 'firepower' and least restrictions from government financial assistance."" A Jet","Sep 8, 2020",https://www.benzinga.com/analyst-ratings/analyst-color/20/09/17411849/morgan-stanleys-airline-recovery-stock-picks-why-analyst-is-bullish-on-delta-bearis
7,Access Denied,Access Denied,Reference #18.b7b46652.1608469141.53aac90,"Sep 8, 2020",https://www.nasdaq.com/articles/airline-stock-roundup%3A-uals-expansion-update-gols-august-traffic-report-more-2020-09-08
8,Bloomberg - Are you a robot?,Bloomberg. We've detected unusual activity from your computer network. Why did this happen?. Need Help?,"To continue, please click the box below to let us know you're not a robot. Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading. For more information you can review our Terms of Service and Cookie Policy. For inquiries related to this message please contact our support team and provide the reference ID below.","Sep 7, 2020",https://www.bloomberg.com/news/articles/2020-09-08/morgan-stanley-leaps-bullishly-into-virus-racked-u-s-airlines
9,Southwest vs Spirit: Which Airline Stock Has A Better Route To Recovery?,Southwest vs Spirit: Which Airline Stock Has A Better Route To Recovery?,"The airline industry continues to face the fallout from the coronavirus pandemic and 2020 could be the worst financial year for the industry as travel restrictions and rising COVID cases continue to hurt business. Back in June, the International Air Transport Association or IATA estimated that global airlines could lose a whopping $84.3 billion this year. Earlier this month, IATA also disclosed that the passenger demand in July (as measured in revenue passenger kilometers or RPKs) was at critically low levels of 79.8%. This came in well below July 2019 levels but was an improvement compared to the 86.6% Y/Y decline recorded in June. We will compare Southwest Airlines and Spirit Airlines and use the TipRanks’ Stock Comparison tool, to see which stock is poised to recover better. Southwest Airlines (LUV) Unlike legacy carriers like American Airlines, Delta and United Airlines, Southwest has never filed for bankruptcy. The low-cost carrier is viewed as the best positioned among the industry to withstand the current crisis. In June, the company said that despite the significant cash burn it has enough cash to carry on business for the next two years. In the second-quarter conference call, Southwest’s CFO Tammy Romo highlighted, “In closing, we have the U.S. industry’s strongest balance sheet. We are the only domestic airline to be rated investment-grade by all three rating agencies even after debt raises.” Southwest ended the second quarter with cash and short-term investments of $14.5 billion. Southwest’s second-quarter operating revenue declined 82.9% to $1.0 billion as the pandemic hurt passenger demand and bookings. The carrier’s capacity was down 55.3% compared to 2019’s second quarter. The average cash burn was $23 million per day in the quarter. As per the latest update, Southwest’s operating revenue fell between 70% to 75% Y/Y in July as traffic trends were “stalled” due to rising COVID cases. The airline experienced a modest improvement in August and cited delayed school start dates and virtual classroom instruction as the reasons. It sees continued modest improvements in booking trends in September. However, choppy demand is forcing the airline to cut back its flight schedule. August’s operating revenue is now expected to decline between 70% to 75% compared to the previous estimate of 70% to 80% decline. And September revenue is predicted to fall by 65% to 75%. Overall, Southwest now predicts third-quarter cash burn at an average $20 million per day compared to its","Sep 8, 2020",https://www.tipranks.com/news/southwest-vs-spirit-which-airline-stock-has-a-better-route-to-recovery/
