,title,headers,text,date,link
0,Can United Airlines Surge Another 582%? | The Motley Fool,Can United Airlines Surge Another 582%?. Stalling growth may put an end to United’s 582% rise last decade.. . A,"   The 2010s were a good decade for the U.S. stock market, but an even better one for United Airlines (NASDAQ:UAL) which saw its stock rise 582%. United deserves some serious credit, as it was able to outperform the market. Given that airlines were once considered poor investments by legendary investors like Warren Buffett, this decade of outperformance is all the more impressive. With 2019 fourth-quarter earnings approaching on Jan. 21, now is a great time to reflect on United's strong decade and look at what's in store for this year. UAL DATA BY YCHARTS In many ways, it was the bankruptcy of Delta Air Lines (NYSE:DAL) and Northwest in 2005 that would set the stage for a surge in airline stocks. Back then, it was fuel costs that crippled airline margins, a problem that now seems to be less of a threat given the massive supply increase of U.S. oil that has more than doubled over the past decade. Delta would go on to merge with Northwest in 2008, followed by United Airlines' purchase of Continental Airlines in 2010. Although the deal was just $3.2 billion, it made United the world's largest airline at the time. Fast forward to today, and United currently ranks as the third-largest U.S. airline. Aside from the infamous forcible passenger removal incident on Flight 3411 in 2017, the last five years have been beneficial to United, which has improved its balance sheet and pricing strategy.  United continued to impress in 2019,raising 2019 earnings per share (EPS) guidance in July and again in October to $11.25 to $12.25. 2020 EPS is expected to be $11.00 to $13.00. According to United, third-quarter 2019 adjusted EPS was up 31% year over year (YoY).  IMAGE SOURCE: GETTY IMAGES. Although third-quarter earnings were impressive, United finds itself facing some difficult comparisons in 2020. One of the challenges for United will be keeping its Cost per Available Seat Mile (CASM) low. CASM, often quoted as CASM-ex when excluding fuel, is a good way for airlines to view their total costs independent of the volatility of oil prices. United President Scott Kirby put it well when he asked on the 2019 Q3 earnings call, ""So how can we continue to invest in our people and our customer experience and drive toward flat CASM-ex? For one thing, we plan to take advantage of increasing gauge."" Changing gauge means","Jan 17, 2020",https://www.fool.com/investing/2020/01/17/can-united-airlines-surge-another-582.aspx
1,DAL Stock: Can Delta Stock Fly Higher in 2020 With These Catalysts? | InvestorPlace,"Can Delta Stock Fly Higher in 2020 With These Catalysts?. After a solid 2019, DAL stock will likely continue to","  January has already seen impressive gains in broader markets, and shareholders in the Atlanta-based airline Delta (NYSE:DAL) stock have also enjoyed a year-to-date gain of about 6%.  In the U.S, four major carriers — American Airlines (NASDAQ:AAL), United Continental Holdings (NASDAQ:UAL), Delta and Southwest Airlines (NYSE:LUV) — control about 70% of the domestic market. Furthermore, prices of airline stocks — including DAL — have strongly increased over the past decade. If you had invested $1,000 on Delta shares in mid-January 2010, you would now have about $5,270. This change equates to more than 18% in terms of the compound annual growth rate (CAGR). And the calculation does not take into consideration the actual dividend or further return through the reinvestment of that income. Now, investors are wondering whether the growth story of Delta stock may take a pause, or if they should stay invested Delta shares. Although I believe DAL stock is a good long-term investment, there is likely to be short-term profit-taking in the airline. With that said, let’s take a closer look. On Jan. 14, Delta stock reported fourth-quarter earnings that exceeded expectations. Revenue reached $11.4 billion, a 7% year-over-year increase. Additionally, adjusted earnings per share came at $1.70, a 31% increase YoY, and it was above the guidance of $1.20 to $1.50 This year, the International Air Transport Association (IATA) expects 1% of global GDP to be spent on air travel. Over the next two decades, the forecast also anticipates about 3.5% CAGR growth. A strong economy, low unemployment and increased consumer spending both in the U.S. and worldwide have been the recent tailwinds for the industry. Additionally, Delta’s Q4 results have confirmed these industry-wide trends. CEO Ed Bastian said that last year was “the best in Delta’s history operationally, financially and for our customers.” Another reason for the airline’s strong earnings has been the fact Delta doesn’t fly Boeing’s (NYSE:BA) 737 MAX. Therefore, the group has not been affected by various adverse developments following the two crashes of the aircraft. Looking forward, Delta management now anticipates an annual revenue growth of 5% to 7% in Q1 2020.  When evaluating stocks, in addition to looking at various fundamental metrics, I also pay attention to possible future changes and trends within a geography or society. Last year, Delta announced an upcoming partnership with LATAM Airlines Group (NYSE:LTM). This will involve an investment of $1.9","Jan 17, 2020",https://investorplace.com/2020/01/can-delta-stock-fly-higher-catalysts-2020/
2,Buy shares of Delta Airlines stock (DAL) - Stash,Delta Airlines. $40.62. Invest in Delta Airlines on Stash. . Delta Airlines stock news. Why invest with Stash?. Fractional shares.,"Browse investments Ticker: DAL -26.16%  (1Y)   1W 1M 1Y 5Y 10Y Max Disclosure Disclosure The historical performance data for individual securities quoted on this website represents past performance reported as an average annual return for a given time horizon. Historical performance over the last 5 years, for example, is simply what the average return per year (compound annual growth rate) was for the investment over the past 5 years.  Delta Air Lines, Inc provides scheduled air transportation for passengers and cargo throughout the United States and across the world Thanks to fractional shares, you can buy Delta Airlines stock in any dollar amount, or any other fund or stock you know on Stash. Disclaimer: Any investment you’ve selected here, which may be available to Stash customers on the Stash platform, is intended to be used for informational purposes only, should not be relied upon as the sole basis for making any investment decision, and is not intended to be a recommendation or advice by Stash that is based on your investment time horizon and/or risk tolerance. Investors who become Stash customers are offered investment advice and recommendations through various digital features such as Stash Coach based on what they tell us about their time horizon and risk tolerance. Performance Breakdown Company Info Share Price $40.62 Today's change -1.19% Year to date change (YTD) -30.54% Dividend yield 0.0% Last dividend paid $0.40 Last dividend pay date 3/12/2020 Disclosure Disclosure The historical performance data for individual securities quoted on this website represents past performance reported as an average annual return for a given time horizon. Historical performance over the last 5 years, for example, is simply what the average return per year (compound annual growth rate) was for the investment over the past 5 years.     This site provides links to other third-party internet sites, which are identified, indexed and compiled through an automated process with no advance review by Stash. By directing users to the below third-party websites, Stash is not suggesting any endorsement, relationship, affiliation with any such websites. Business Insider The most flexible US airlines to book for travelers cautiously planning 2021 trips as vaccines offer hope for a return to normal There's never been a better time to be a shrewd consumer when it comes to booking flights. The coronavirus pandemic has inflicted a devastating 2020 for the industry with consistently","Jan 17, 2020",https://www.stash.com/investments/stocks/delta-airlines-dal/
3,13 Super Small-Cap Stocks to Buy for 2020 and Beyond | Kiplinger,Save up to 67%. 13 Super Small-Cap Stocks to Buy for 2020 and Beyond. Even the best small-cap stocks to,"Getty Images Small-cap stocks lagged the S&P 500 by a wide margin last year. However, strategists say these smaller companies are set to catch up (and more) in 2020. ""We see three favorable factors in place for small-cap stocks: a slow economy, an accommodative Fed, and the calendar, all of which add up to positive prospects for this asset class,"" asset manager Legg Mason says. To get an idea of which small-cap stocks are set to break away from the pack, we scoured the S&P SmallCap 600 Index – which includes stocks worth between $450 million and $2.1 billion at the time they enter the index – looking for names with an average broker recommendation of Buy or Strong Buy. Why? Small caps can be a risky lot given their often narrow businesses and access to capital – but a bullish consensus from the pros is at least a signal that those risks might be smaller compared to their peers, and that the potential upside is worth it. S&P Global Market Intelligence surveys analysts' stock ratings and scores them on a five-point scale, where 1.0 equals Strong Buy and 5.0 means Strong Sell. Any score of 2.0 or lower means that analysts, on average, rate the stock a Buy. The closer the score gets to 1.0, the stronger the Buy call. We further culled that pool by considering only stocks with market values of at least $1 billion and a minimum of five Strong Buy recommendations. Lastly, we dug into research, fundamentals and headlines. The result is a list of 13 promising small-cap stocks to buy for 2020. 1 of 13 Getty Images NMI Holdings (NMIH, $33.15) – parent of mortgage company National MI – is on a tear, and analysts expect more to come. The mortgage insurance company is coasting on favorable monetary policy and a rock-solid labor market. ""Against a favorable backdrop of lower interest rates and a low unemployment rate, it was not surprising that the company also posted very solid results for (the most recent quarter),"" say analysts at BTIG, which rates shares at Buy. ""All the metrics the company posted during the quarter were impressive."" Meanwhile, shares, which trade at 8.3 times fiscal 2021 earnings, are a rare bargain among the best small-cap stocks to buy. It's not often a stock rallies 67% in a one-year period and can still be called cheap, but analysts","Jan 17, 2020",https://www.kiplinger.com/slideshow/investing/t052-s001-13-super-small-cap-stocks-to-buy-for-2020-beyond/index.html
4,United Airlines Earnings Preview: Will United's FY 2019 Revenues Beat Consensus? -- Trefis,United Airlines Earnings Preview: Will United’s FY 2019 Revenues Beat Consensus?. . . Community. Most Popular Analysis. EXPLORE TREFIS. ,"United Airlines (NASDAQ: UAL) will release its full-year 2019 results on Tuesday, January 21. Trefis details expectations from the airline company in an interactive dashboard, parts of which we highlight below. We believe that United Airlines will report revenues and earnings for FY 2019, which are fairly in-line with the consensus. We expect United to report total revenues of $43.4 billion (vs. consensus estimate of $43.3 billion) primarily driven by an upbeat performance by the company’s passenger division. Also, earnings are likely to be around $11.95, which is 32% higher than the figure for 2018 due to lower fuel costs. However, this is slightly below the consensus estimate of $12.00. Though the U.S. airline industry faced a capacity shortage in 2019, we estimate United Airlines’ valuation to be $94 a share – roughly 6% above its current price of $89. A Quick Look at United Airlines’ Revenues United Airlines’ reported $42 billion in Total Operating Revenues for full-year 2018, which included three revenue streams: Our interactive dashboard analysis, ‘How Does United Airlines Make Money?‘, provides an in-depth view of the company’s revenues along with our forecasts for 2020.  [1] Total Revenues expected to be in-line with the consensus [2] EPS expected to increase from $9.06 in 2018 to $11.95 in 2019, driven by lower fuel costs  You can input your estimates for the company’s key metrics and see how that will affect the company’s stock price in our interactive dashboard.   See all Trefis Price Estimates and Download Trefis Data here What’s behind Trefis? See How It’s Powering New Collaboration and What-Ifs For CFOs and Finance Teams | Product, R&D, and Marketing Teams ©Copyright 2017 Insight Guru Inc. All Rights Reserved. By using the Site, you agree to be bound by our Terms of Use. Financial market data powered by Quotemedia.com. Consensus EPS estimates are from QuoteMedia and are updated every weekday. All rights reserved. NYSE/AMEX data delayed 20 minutes. NASDAQ and other data delayed 15 minutes unless indicated.","Jan 17, 2020",https://www.trefis.com/stock/ual/articles/480858/united-airlines-earnings-preview-will-uniteds-fy-2019-revenues-beat-consensus/2020-01-17
5,Utilities sector is enjoying a stealth rally to records,One S&P 500 sector is enjoying a stealth rally to records. MORE IN TRADING NATION. News Tips. CNBC Newsletters,"There’s been a surprising winner as markets have rallied to records — the utilities sector. The XLU utilities ETF is up 3% this week, nearly double the gain on the S&P 500, and the top performer on markets. Todd Gordon, founder of TradingAnalysis.com, sees signs its outperformance can continue. “The story begins, I think, with yields, no surprise here. We’ve seen U.S. bond yields drop,” Gordon said on CNBC’s “Trading Nation” on Thursday. “We’re moving lower here in the 10-year yield following a very clear correlation of declining yields and strong utilities. We’re seeing the XLU … break to new highs so obviously that’s a very strong indicator.” Bond yields and high-dividend sectors such as utilities move inversely — investors hunt for alternative sources of yield in defensive trades such as utilities and real estate investment trusts. “Sometimes I’ve seen these sectors kind of lead the underlying bond market, which is very strange, so perhaps utilities are signaling that we might see lower yields to come,” Gordon added.  Gina Sanchez, CEO of Chantico Global, says utilities could still outperform despite sky-high multiples. “We have utilities at really high multiples — I mean, utilities are regulated, they’re slow growers, they’re great payers, they’re not supposed to be at multiples of 21 times,” Sanchez said during the same segment. “And yet that’s where they are, and yet their dividends are still almost 3%, they’re still the third-highest-paying dividend sector in the S&P.” While the utilities sector yields 3%, the 10-year holds at 1.8%. The other high-dividend sectors are REITs and energy. “That basically tells you that there’s actually still going to be some capital that will be attracted to that dividend, especially, to Todd’s point, if rates continue to go low and it will drive investors into high-dividend sectors,” said Sanchez. Gordon adds that American Electric Power and Dominion Energy look like two good candidates to get exposure to the sector. AEP is up 4% this week, while Dominion has climbed more than 1%. Disclaimer Got a confidential news tip? We want to hear from you. Sign up for free newsletters and get more CNBC delivered to your inbox Get this delivered to your inbox, and more info about our products and services.  © 2020 CNBC LLC. All Rights Reserved. A Division of NBCUniversal Data is a real-time snapshot *Data is delayed at least 15 minutes. Global Business and Financial","Jan 17, 2020",https://www.cnbc.com/2020/01/17/utilities-sector-is-enjoying-a-stealth-rally-to-records.html
6,IAG Soars as British Airways Owner Scraps Limit on Non-EU Shareholding | Barron's,IAG Soars as British Airways Owner Scraps Limit on Non-EU Shareholding. . . A British Airways plane lands at Heathrow,"    International Consolidated Airlines Group shares took off on Friday after the British Airways owner lifted restrictions on non-EU investors owning the stock. Shares in IAG, which also owns Spanish airline Iberia and Irish carrier Aer Lingus, climbed 6.6% after the company scrapped a limit on non-EU shareholding. The airline group imposed a maximum limit on share ownership in February 2019, as 47.5% of the shares were owned by non-EU investors. EU rules state more than half of an airline’s shares must be owned by investors inside the bloc. IAG said on Friday that 39.5% of the company was now owned by shareholders outside the European Union—leading it to remove the restrictions. The company said it would continue to monitor the level. The issue may resurface later this year once Britain has left the EU, as U.K. investors may no longer count toward the 50% ownership requirement. In a busy month for IAG, Chief Executive Willie Walsh announced he would retire in June after 15 years, while the company has also filed an official complaint to the European Commission over the U.K. government’s bailout of domestic airline Flybe. IAG stock has now climbed 47% in the past six months, having suffered from a record fine following a data breach and a series of pilot strikes. European airlines have enjoyed a good start to 2020, despite surging oil prices at the beginning of the year following the escalation of tensions between the U.S. and Iran. Oil prices have dropped back and major airlines, including Irish carrier Ryanair and easyJet, are up for the year. The entire sector was also given a lift after Ryanair raised its full-year profit guidance after a strong holiday period. Looking ahead. European airlines have experienced significant turbulence in recent times but 2020 has been smooth flying so far. After a tumultuous 2019 for British Airways, IAG investors will be hoping the share price recovery continues, although Brexit and its potential impact on the industry await on the horizon. Enterprise hardware stocks have been outperforming the market recently, and there should be further gains ahead. That’s the view of Morgan Stanley hardware analyst Katy Huberty, who lifted her price targets and earnings estimates for many stocks across the sector in an extensive research note Wednesday. She also shifted ratings on a number...            ","Jan 17, 2020",https://www.barrons.com/articles/iag-soars-as-british-airways-owner-scraps-limit-on-non-eu-shareholding-51579264006
7,Access Denied,Access Denied,Reference #18.b7b46652.1608451444.318cf7c,"Jan 17, 2020",https://www.nasdaq.com/articles/spirit-airlines-save-catches-eye%3A-stock-jumps-7.5-2020-01-17
8,Is British Airways a 15% p.a. compounder for the 2020s? - Undervalued Shares,. A jumbo jet of a research project. Completing my set of three investment opportunities from Britain. The temporary ownership," Image by RickDeacon / Shutterstock.com You'll be surprised to read about British Airways (BA) on my blog. All the more, since this company is not itself listed on the stock market. You need to buy into Madrid-listed International Airlines Group (IAG, ISIN ES0177542018), a holding company that owns 100% of British Airways. The holding company had been formed out of a merger of BA and Iberia, and since then has also acquired Aer Lingus, Vueling, and Level (making it the third largest airline company in Europe). BA makes up the majority of IAG's business. Based on my analysis, IAG could be a share to buy and tuck away for the next ten years. Across the next decade, it could make an average 12% to 15% p.a. for its shareholders. That would be anything but a bad return from a company that has been in business for a century, and the stock of which is a highly liquid blue chip. In my view, IAG stock is one for the retirement portfolio. I am so bullish about it, that I just released one of the most complex research reports I have ever written. I have just summarised my research on IAG in a 108-page report. It's a real humdinger of a document, and it saw me burning a lot of midnight oil during the past few weeks. Some will say that I am mad. However, I believe the target of my research will have been well worth the effort. By making this call, I take a position that is highly contrarian compared to what you can usually read in the mainstream media. Newspapers and TV stations mostly portray BA as a shadow of its former glory. Massive cuts to inflight catering, constant delays at Heathrow, and that costly customer data leak in September 2018. Yada, yada, yada. You know the story. Surely, this would reflect on IAG's stock price? Why, then, is the stock price up 220% over the past ten years? Compare that to Lufthansa, up just 29% since 2010. Or AirFrance/KLM, down 9% over the past decade. True, BA isn't as plush an airline as it once was. I hear you on that one, having been a BA Frequent Flyer myself for nearly two decades. However, something seems to be going right at the newly constituted IAG/BA. Indeed, here are a few facts you are unlikely to be aware","Jan 17, 2020",https://www.undervalued-shares.com/weekly-dispatches/is-british-airways-a-15-p-a-compounder-for-the-2020s/
9,Bloomberg - Are you a robot?,Bloomberg. We've detected unusual activity from your computer network. Why did this happen?. Need Help?,"To continue, please click the box below to let us know you're not a robot. Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading. For more information you can review our Terms of Service and Cookie Policy. For inquiries related to this message please contact our support team and provide the reference ID below.","Jan 17, 2020",https://www.bloomberg.com/opinion/articles/2020-01-17/airline-industry-consolidation-added-to-geographic-inequality
