,title,headers,text,date,link
0,Airline Stocks Are Flying Again. Expect More Turbulence. | Barron's,Airline Stocks Are Flying Again. Expect More Turbulence.. . . BioAtla Is the Latest Biotech IPO to Pop. . .,"    Airline stocks are soaring again after their brutal descent on Thursday. Shares of American Airlines Group (ticker: AAL) were ahead 15%, after the company said in a filing that it’s seeing more signs of improving demand. Other stocks in the sector are flying as well, including United Airlines (UAL) and Delta Air Lines (DAL), both up more than 10%. Credit Suisse, meanwhile, issued a slew of upgrades and downgrades in the sector. Analyst Jose Caiado upgraded Southwest Airlines (LUV) to the equivalent of a Buy and downgraded Spirit Airlines (SAVE) to an Underperform. He gave United a Neutral rating to the stock, down from Outperform. Airline stocks have been exceptionally turbulent as investors try to reconcile conflicting data on the scope and shape of a recovery. The stocks soared a week ago on hopes that summer travel would rebound and signal the start of a broader recovery. The sector then plunged this week on a dire outlook from the International Air Transport Association, and warnings from Delta that it may default on some debt obligations if it couldn’t renegotiate the terms. Caiado waded into the pool on Friday with several ratings changes and new price targets. He assigned an Outperform rating to Southwest and raised his price target from $35 to $45. The upgrade “reflects our view that LUV is not only a good way to invest in the near-term recovery in leisure travel demand, but it is also our favorite multiyear strategic investment with a best-in-class balance sheet that positions LUV to stage an aggressive comeback,” he wrote. One of Southwest’s strengths is its “war chest” balance sheet. The airline has amassed $13 billion in cash and available funding, more than ample for an airline its size. That should enable Southwest to be aggressive in a recovery, adding more planes to its fleet and expanding routes, Caiado said. Southwest plans to retire older planes and upgrade its fleet with Boeing 737 MAX planes, which have yet to be recertified following their grounding by safety regulators. He expects the planes to be cleared for commercial flights by the fourth quarter, giving Southwest a lift. He’s less positive on Spirit, downgrading the stock to an Underperform, though he raised his target from $12 to $13. Spirit’s stock has more than doubled off its lows in March, recently trading around $18, and the valuation now looks too rich","Jun 12, 2020",https://www.barrons.com/articles/airline-stocks-are-flying-southwest-delta-american-coronavirus-51591979058
1,Should You Buy or Sell Airline Stocks Right Now? | The Motley Fool,Should You Buy or Sell Airline Stocks Right Now?. It has been a turbulent year for airline stocks. Is now,"   You can't be blamed if you sold out of airline stocks as the COVID-19 pandemic decimated the industry. After all, one of the greatest names in investing dumped massive airline stakes at a loss during the panic. But investing can be humbling, even for Warren Buffett, and the stocks have been surging of late on growing optimism that the worst of the travel drought is behind us.  AIRLINES DATA BY YCHARTS The stocks have come a long way off their lows, but the recovery is still fragile, and risks remain. Here's a look at where the sector stands, and whether investors should be looking to buy or sell right now. COVID-19 has hit airlines hard, with companies in March seeing more cash flowing out the door in refunds than they were taking in via new bookings. Some of the largest airlines were burning through more than $100 million per day at the peak of losses, a rate no carrier can sustain for long. But the market largely underestimated how healthy the airline sector was heading into the crisis, and its ability to quickly raise fresh liquidity. It's understandable investors would assume the worst: Airlines historically have fared poorly through recessions, with the U.S. industry producing more than 100 bankruptcies since late-1970s deregulation. This time really was different. A round of bankruptcies followed by consolidation a decade ago created a stable, more resilient industry that came into 2020 generating solid profits and with significant unencumbered assets from which to borrow. Since March, U.S. airlines have raised nearly $20 billion in new debt and equity financing, and have a $50 billion backstop from the U.S. government to fall back on. IMAGE SOURCE: GETTY IMAGES. The money bought the industry time to wait out the pandemic and hope for a recovery, and recent evidence suggests we have bounced off the bottom. The Transportation Security Administration (TSA) is currently screening airport passengers at numbers not seen since early March, and American Airlines Group (NASDAQ:AAL) said it was adding back domestic flights because its average number of daily passengers had more than tripled compared to April. Airline shares had fallen to levels that assumed bankruptcies were inevitable, and if a recovery is at hand the industry looks cheap. Even after the rally only one carrier, Allegiant Travel (NASDAQ:ALGT), trades at more than one time sales, and heavyweights including American and United","Jun 12, 2020",https://www.fool.com/investing/2020/06/12/should-you-buy-or-sell-airline-stocks-right-now.aspx
2,Access Denied,Access Denied,Reference #18.b7b46652.1608462232.462d4fb,"Jun 12, 2020",https://www.nasdaq.com/articles/should-you-buy-or-sell-airline-stocks-right-now-2020-06-12
3,Access to this page has been denied.,Please verify you are a human. ,"Access to this page has been denied because we believe you are using automation tools to browse the website. This may happen as a result of the following: Please make sure that Javascript and cookies are enabled on your browser and that you are not blocking them from loading. Reference ID: #99e1b940-42ab-11eb-9e96-e53512608422 Powered by PerimeterX , Inc.","Jun 12, 2020",https://www.investors.com/news/airline-stocks-rally-american-airlines-passes-peak-key-cash-headwind/
4,Access to this page has been denied.,Please verify you are a human. ,"Access to this page has been denied because we believe you are using automation tools to browse the website. This may happen as a result of the following: Please make sure that Javascript and cookies are enabled on your browser and that you are not blocking them from loading. Reference ID: #99e1b940-42ab-11eb-9e96-e53512608422 Powered by PerimeterX , Inc.","Jun 11, 2020",https://www.investors.com/news/boeing-stock-airline-stocks-fall-coronavirus-resurgence-737-max/
5,"Airline stocks plunge on warnings of the 'worst year in the history of aviation,' as one of Europe's biggest carriers announces 22,000 layoffs | Markets Insider",". Airline stocks plunge on warnings of the 'worst year in the history of aviation,' as one of Europe's biggest","   Reuters  Shares in major aviation stocks tanked on Thursday after German airline Lufthansa announced it would slash 22,000 jobs due to COVID-19.  Lufthansa is bracing for a slow recovery in demand and said the number of aircraft it operates will fall by 100 post-COVID-19.  Lufthansa's Frankfurt-traded stock was down 7% at 10.36 euros ($11.77) as of around 3.50 p.m. German time (9.50 a.m. ET).  The negative sentiment poured into a number of aviation stocks, most notably the big 4 US stocks saw sharp declines.  Shares in United Airlines, Delta Airlines, American Airlines and Southwest Airlines tanked in early trading, losing between 8% and 13%. As of 9.45 a.m. ET, United was the biggest loser, dropping 13%. Delta and American were close behind, down 11% and 10% respectively, while Southwest lost around 8%. While Lufthansa's huge job cuts inevitably impacted sentiment, airline stocks also reeled from a Wednesday statement by the International Air Transport Association that 2020 is likely to go down as ""the worst year in the history of aviation."" On Wednesday, Jamie Baker, an aviation analyst at JPMorgan, said he expected the recent rally in aviation stocks to run out of steam soon. ""We do not believe the current pace of equity ascent can be potentially maintained for much longer,"" he wrote, according to Marketwatch.  Aviation stocks were not alone in their plunge on Thursday. Global stocks across the board fell on the day after the US Federal Reserve presented a bleak outlook for jobs in the US and held interest rates at near-zero, and after data showed that another 1.5 million Americans filed for unemployment last week. In the US, the Dow Jones dropped more than 800 points in early trade. Read More: A fund manager crushing 98% of his peers over the past half-decade told us 4 themes he's betting on and 4 he's betting against - and why the latest market rally still has room to run  Markets have been unusually bullish in recent days after a better-than-expected jobs report in May.  But Fed Chairman Jerome Powell warned that even though the economy added 2.5 million jobs in May it ""could be some years"" before millions of jobs return.  Some of Thursday's bearish mood in markets can also be attributed to the risks of a second wave of coronavirus hitting the US.  The","Jun 11, 2020",https://markets.businessinsider.com/news/stocks/airline-stocks-reaction-lufthansa-cuts-american-southwest-delta-united-2020-6-1029301013
6,Rich People Say You Can’t Get Rich Investing in Airlines. The Market Disagrees. - WSJ,Rich People Say You Can’t Get Rich Investing in Airlines. The Market Disagrees.. After Warren Buffett’s Berkshire Hathaway sold out," “If you want to be a millionaire, start with a billion dollars and launch a new airline.” British entrepreneur Richard Branson’s quip has become painfully relevant during the Covid-19 crisis. On Thursday, the Dow Jones U.S. Airlines Index dropped 14% as traders suddenly soured on this month’s equity rally, which has been fueled by a wave of retail investors throwing money at the losers of the pandemic—including aviation stocks. Even now, the index is still up 30% on the month. Would-be millionaires may learn that, in the airline industry, blanket investments don’t often end well. Mr. Branson is learning his own lesson: Back in April, he offered to mortgage his Caribbean island as collateral for a U.K. government loan to save his flagging carrier Virgin Atlantic. Warren Buffett, too, has been humbled: His investment vehicle Berkshire Hathaway said in May that it had exited its large positions in all four major U.S. carriers— Delta Air Lines , American Airlines , United Airlines and Southwest Airlines —after increasing them in February. “The world has changed for airlines,” Mr. Buffett said. Many analysts expect three to five years of depressed demand for air travel. Some also fear a permanent reduction in corporate business due to videoconferencing—a big problem for full-service carriers, which make almost their entire profit on premium cabins.","Jun 12, 2020",https://www.wsj.com/articles/rich-people-say-you-cant-get-rich-investing-in-airlines-the-market-disagrees-11591954203
7,Airline Stocks Resume Climb Despite Second Sell-off | Stock Investor,". . Airline Stocks Resume Climb Despite Second Sell-Off. EMILY MIRABELLI. Get Access to the Report, 100% FREE. RELATED POSTS.","Welcome to the newly redesigned StockInvestor.com - The Go-To Resource For Investing Advice And Information June 12, 2020 @ 5:40 pm May was a month of madness for the airline industry. After a federal bailout, airline stocks began to rally before diving with the market Thursday, June 11, as if the COVID-19 market crash in March had not caused enough bumps midflight. The bad news on June 11 included an announcement from the German airline Lufthansa that it would slash 22,000 jobs due to COVID-19. The company explained that it is preparing itself for a slow recovery and added that the number of aircraft it operates will fall by 100 compared to before the COVID-19 crisis. Quickly after the company made its announcement, the Frankfurt-traded stock fell around 7%. The news spread quickly and buffeted U.S. aviation stocks, causing shares in United Airlines (NASDAQ: UAL),  Delta Airlines (NYSE: DAL), American Airlines (NASDAQ: AAL) and Southwest Airlines (NYSE: LUV) to lose between 8% and 13%, even though all four had begun  ascension after President Trump signed the Coronavirus Aid, Relief, and Economic Security (CARES) Act on March 27. Though it may seem as if the airlines cannot find smooth air to keep rising, the dip may be the time for savvy investors to buy at least a couple of these stocks at their reduced prices. Late-May to early-June proved that these companies are able to rally, and investment experts have been noticing.   One Investment Guru Called Delta a Buy and was Rewarded When Warren Buffett-led Berkshire Hathaway (NYSE:BRK-B) sold off its airline stocks, Mark Skousen, an investment expert, author of more than 30 books and leader of his monthly Forecasts & Strategies newsletter, spotted a buying opportunity. Even though the skies haven’t quite cleared for airline stocks or other investments battered by the effects of COVID-19, trading opportunities do exist for investors willing to take a heightened risk with call and put options. In his advisory service, Home Run Trader, he recommended his subscribers buy Delta’s stock and DAL call options. His move to take flight with both recommendations paid off. On June 2, he reported that the recommended call options had increased in value by 20% since the time of purchase. On June 8, he reported uplifting results and informed his subscribers that the calls were up a total of 67% since the recommendation. As a","Jun 12, 2020",https://www.stockinvestor.com/47922/airline-stocks-resume-climb-despite-second-sell-off/
8,Airline Stocks Offer Trading Opportunities | Stock Investor,". . Airline Stocks Offer Trading Opportunities. EMILY MIRABELLI. Get Access to the Report, 100% FREE. RELATED POSTS. ETFs With","Welcome to the newly redesigned StockInvestor.com - The Go-To Resource For Investing Advice And Information June 11, 2020 @ 3:14 pm Beaten down, bailed out and now shunned by many investors, airlines are facing powerful financial turbulence from the effects of COVID-19. Much commercial air travel has been grounded and left airline shareholders to wonder when the stocks of the major carriers will ascend again. U.S. airlines collectively are slated to receive around $60 billion in total bailout funds as part of the Coronavirus Aid, Relief, and Economic Security (CARES) Act passed by Congress and signed by President Trump. But billionaire investor Warren Buffett announced that the Berkshire Hathaway (NYSE:BRK.A) company he leads as chairman and chief executive officer sold its sizable positions in four major U.S. airline stocks to completely pull back from the industry altogether. In Buffett’s view, the headwinds facing airline stocks seem too treacherous to patiently wait for the business outlook for the companies to clear ahead. Airline Stocks Offer Trading Opportunities, But Warren Buffett Became a Seller The key questions now are, when will the airline industry begin to recover, and how? During Berkshire Hathaway’s recent virtual annual meeting, Buffett said that he made a mistake in holding his airline industry stock positions. He did not predict whether or when the airlines might recover with COVID-19 still infecting and killing people. “The world has changed for airlines, and I wish them well,” Buffett said. Option Expert Sees Trading Opportunities in Airline Stocks Offering Investment guru Bryan Perry was quick to report the effects of the Buffett’s decision to sell in his Quick Income Trader advisory service. “Delta Air Lines (DAL) was trading well until it was reported Warren Buffett sold all his airline holdings this past week,” Perry commented. “This news really beat down the sector and will take some good news on upbeat bookings to get the stock back up and running.” Perry viewed Delta’s stock as a trading opportunity, recommended May call options on the related shares in his trading service, and is looking to close the trade for a profit. That service uses a system Perry developed to produce regular cash payments every month by selling out-of-the-money call options on a select group of well-known stocks.  Airline Stocks Offer Trading Opportunities amid COVID-19 Distress Even without a clear rebound taking hold with airline stocks or other investments battered by the effects","Jun 11, 2020",https://www.stockinvestor.com/47585/airline-stocks-offer-trading-opportunities/
9,"Stocks making the biggest moves midday: Citigroup, Boeing, United Airlines, GrubHub & more","Stocks making the biggest moves midday: Citigroup, Boeing, United Airlines, GrubHub & more. News Tips. CNBC Newsletters","Here are the companies making headlines in midday trading. Citigroup, Wells Fargo, JPMorgan — Bank stocks fell on Thursday as Treasury yields dipped and investors digested forecasts from the Federal Reserve. Shares of Citigroup fell 13.4%, while Wells Fargo dropped 9.8%. Goldman Sachs lost just over 9%, while JPMorgan and Morgan Stanley sank more than 8%. United, American, Delta, Southwest — Airline stocks cratered on Thursday as  investors shed riskier reopening plays on concerns about a second wave. United and American Airlines dropped 16.1% and 15.5%, respectively. Delta and Alaska Air Group fell 14%. Southwest lost 116%. Boeing — Shares of the embattled aerospace manufacturer fell more than 16% amid concerns about a second wave of the coronavirus. The pandemic’s potential long-term impact on travel demand has hurt the outlook for the company, and Boeing had to idle some of its plants during the more strict shutdown period to help slow the spread of the virus.  GrubHub — GrubHub rose more than 4% after the company announced merger plans with Just Eat Takeaway.com, a European food delivery company. The deal values GrubHub at $7.3 billion in equity, or $75.15 per share. The merger comes after earlier talks with Uber Technologies failed. Starbucks – Shares of the coffee chain slid more than 8% after KeyBanc downgraded the stock to a sector weight rating. “Current sales trends remain challenged, and we believe [near term] upside is limited due to its elevated valuation and the prospect of a more gradual [same-store sales]/ EPS recovery than previously expected and relative to peers,” the firm said. Longer term, however, KeyBanc said the company has a best-in-class digital platform as well as innovation competencies. Macy’s, Nordstrom, Gap — Retail stocks took a beating as investors backed away from their bets on the reopening of the economy. Shares of Macy’s plunged more than 14%, while Gap and Nordstrom slumped 8.1% and 12.2%, respectively. Target, which announced that it was raising its dividend, saw its stock dip 1.7%. Oneok – Shares of the natural gas name tumbled more than 15% after the company announced a public offering of 26 million shares. Elsewhere in the energy space, Halliburton and Occidental Petroleum shed 15% and 16%, respectively, on the back of oil prices moving lower, while integrated giants Exxon and Chevron slid more than 8%. Tyson Foods — Tyson Food shares dropped more than 7% as traders weighed","Jun 11, 2020",https://www.cnbc.com/2020/06/11/stocks-making-the-biggest-moves-midday-citigroup-boeing-united-airlines-grubhub-more.html
