,title,headers,text,date,link
0,"Why Southwest Airlines Remains a Buy, Despite Boeing Woes | The Motley Fool","Why Southwest Airlines Remains a Buy, Despite Boeing Woes. How Southwest is faring in the face of ongoing MAX groundings..","   Southwest Airlines (NYSE:LUV) posted a record financial performance in Q3 2019 -- perfect timing for a decade that boosted shares of Southwest up 372%, about double the S&P 500. Southwest will report Q4 2019 earnings on Jan. 23, along with competitors American Airlines, JetBlue Airways, and Alaska Air Group. Here's a look at Southwest's 2019 performance and what to expect from this quarter and the years ahead.  LUV DATA BY YCHARTS Southwest has a history of financial strength and a reputation for a rock-solid balance sheet. Southwest's fundamentals, consistent performance, and low P/E ratio that is about half of the S&P 500 make it a premier value stock. Despite droves of airline bankruptcies in the early and mid-2000s, including United Airlines and Delta Air Lines,followed by American Airlines in 2011, Southwest has remained profitable for 46 consecutive years.  LUV NET TOTAL LONG TERM DEBT (ANNUAL) DATA BY YCHARTS Regarded as a fun-loving airline dedicated to its people, Southwest is also the only company out of the six major U.S. airlines to have negative net total long-term debt. As a result of its capital discipline, Southwest also has the lowest Price to Free Cash Flow (FCF) of the six major airlines, with a market capitalization that is just 10.6 times FCF. Free cash flow is a means to fund growth outside of typical operations, such as returning cash to shareholders in the form of a dividend or buying back stock. Although not an elite dividend stock, Southwest yields 1.3% and raised its dividend 200% over the past five years. IMAGE SOURCE: GETTY IMAGES. Southwest's record quarter was achieved despite the grounding of Boeing (NYSE:BA) 737 MAX planes which have cost Southwest an estimated $435 million  as of Sept. 30, 2019. Boeing, like many airlines, expected the groundings to cease before 2019 year-end, but the planes remain out of service. The delays have forced airlines to prepare for the worst. American Airlines has delayed service of its Boeing 737 MAX fleet until April 7, 2020, Southwest until mid-April, and United until June 4, 2020, costing billions for Boeing and hundreds of millions for these airlines.   Southwest's record quarter despite the MAX delays is impressive when you consider the airline can't fly its 34 MAX planes. Southwest was originally expecting 113 737s by year-end 2020, but that forecast will probably go down the longer the","Jan 19, 2020",https://www.fool.com/investing/2020/01/19/why-southwest-airlines-remains-a-buy-despite-boein.aspx
1,Spirit Airlines Is on Track for Another Better-Than-Feared Quarter | The Motley Fool,"Spirit Airlines Is on Track for Another Better-Than-Feared Quarter. The budget carrier's profit margin is still falling, but the margin","   Spirit Airlines (NYSE:SAVE) entered last year with a ton of momentum. The budget airline generated incredible unit revenue growth in the second half of 2018, powering a return to margin expansion. Falling fuel prices represented an additional tailwind during 2019. Unfortunately, this momentum didn't last, as operational snafus and choppy demand undermined Spirit's profitability beginning in the spring. Back in October, Spirit Airlines reported that adjusted earnings per share fell to $1.32 in Q3 2019 from $1.47 a year earlier. Its adjusted pre-tax margin sank to 11.9% from 14.5% in the prior-year period, despite a sharp drop in fuel prices. Still, this result was better than management (and, by extension, investors) had feared. Spirit's initial guidance for the fourth quarter was also downbeat. But based on an investor update released on Thursday, it appears that the airline's results will come in better than feared for a second consecutive quarter. Spirit Airlines' revenue per available seat mile (RASM) fell 1.7% in the third quarter, and the carrier's October forecast called for a 4.5% to 6.5% decline in Q4. Normally, a decline of this magnitude would be shocking, but it wasn't too surprising in this case. After all, management had already reported weak off-peak demand and the carrier faced an extremely tough year-over-year comparison after posting an 11.4% surge in RASM in Q4 2018. IMAGE SOURCE: SPIRIT AIRLINES. Management also projected that nonfuel unit costs would rise 3.5% to 4.5%, offsetting the airline's fuel savings. All in all, the midpoint of Spirit's original Q4 forecast implied adjusted EPS around $0.99, down from $1.38 a year ago. In its recent guidance update, Spirit Airlines said that RASM fell 3.6% last quarter (or 4.3% excluding a one-time revenue adjustment). This was a solid result considering the tough comparison. Additionally, the carrier grew its capacity 16.6% year over year -- slightly more than planned -- so total revenue grew more than 12%, reaching approximately $970 million. In other good news, adjusted nonfuel unit costs increased 3.3%, slightly below the low end of the initial forecast. There were also some other minor tweaks to Spirit's outlook, but they weren't material. Taking all aspects of the new guidance into account, Spirit Airlines seems likely to report Q4 adjusted EPS in the vicinity of $1.24. While that would still represent a 10% year-over-year decline, it's a far cry from the 28% EPS plunge implied by","Jan 20, 2020",https://www.fool.com/investing/2020/01/20/spirit-airlines-is-on-track-for-another-better-tha.aspx
2,Forum: How the airline industry made inequality worse - StarTribune.com,StarTribune. . Forum: How the airline industry made inequality worse. Asia Today: Sydney outbreak grows; Thailand sees big jump. The,"With power and wealth concentration on the minds of politicians and voters in an election year, one overlooked culprit is the airline industry. Thanks in part to the deregulation and consolidation of the industry during the past several decades, airlines have focused their operations in big hub airports and major coastal markets as a way of reducing excess capacity and improving their profitability. And for a long time, airlines needed the government’s help in staying afloat. But today, the airline industry is the most profitable it has ever been. Increasing flight connections to second-tier cities would help reduce geographic inequality by creating better links with the thriving superstar cities. If airlines won’t do it on their own, perhaps government should intervene. It’s understandable why regulators let the airline industry restructure so extensively. Historically, airlines have been a sinkhole for money. Warren Buffett’s famous joke about the industry is that investors could have saved billions of dollars if someone had shot down the Wright brothers’ plane. The industry struggled in the 1970s and 1980s amid high fuel costs, and the 2000s were simply disastrous between the downturn in travel after the 9/11 terrorist attacks at the start of the decade and the Great Recession at the end of it. U.S. airlines had losses of more than $50 billion during the decade. With the industry on the brink of collapse, regulators allowed it to consolidate from 10 major carriers to four. Delta and Northwest Airlines both declared bankruptcy and merged, joining other carriers that were operating in bankruptcy. Along the way airlines rewrote labor contracts, eliminated some unprofitable routes and slashed debt. The reduction in competition and cost-cutting just as the economy rebounded from the Great Recession allowed airlines to finally earn their keep and reward investors. But a convergence of other factors also helped. Interest rates remained near record lows during the past decade, letting airlines both pay down their debt and cut servicing costs on their remaining obligations. The job market remained relatively weak, giving airlines breathing room on labor costs. And then in 2014 oil prices collapsed, in part because of the growth of domestic oil production, giving airlines cheap and stable fuel costs in a way that they had rarely enjoyed in the past. All of a sudden, an industry known for losing money in good times and bad was reaping profits like never before. Buffett went from","Jan 19, 2020",https://www.startribune.com/how-the-airline-industry-made-inequality-worse/567094202/
3,Bloomberg - Are you a robot?,Bloomberg. We've detected unusual activity from your computer network. Why did this happen?. Need Help?,"To continue, please click the box below to let us know you're not a robot. Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading. For more information you can review our Terms of Service and Cookie Policy. For inquiries related to this message please contact our support team and provide the reference ID below.","Jan 19, 2020",https://www.bloomberg.com/news/articles/2020-01-20/china-s-pneumonia-outbreak-hits-some-travel-leisure-stocks-hard
4,Airbus unit to offer product to help airlines with revenue volatility,. . . . S&P 500. Dow 30. Nasdaq. Russell 2000. Crude Oil. Gold. Silver. EUR/USD. 10-Yr Bond. GBP/USD. USD/JPY.,"                                                   By Saikat Chatterjee LONDON (Reuters) - A subsidiary of Airbus <AIR.PA>, the world’s largest planemaker, is preparing to launch a financial product aimed at helping its airline customers hedge against risks to revenue, officials said. Skytra Ltd, a fully-owned subsidiary, plans to launch listed financial futures and options on exchanges this year that will represent airlines revenue and help the industry manage risks more efficiently. Airlines typically hedge their fuel costs and foreign exchange exposures but the Skytra exchange is the first of its kind for the industry. While airline infrastructure and operational commitments are planned years into the future, the majority of airline tickets are sold in the five weeks before take-off, according to a statement from Skytra. Even those airline ticket prices are subject to constant change due to external factors including supply or demand surges, political issues, or tax and economic uncertainty. But with no existing financial instrument to manage air travel revenue volatility effectively despite a fixed cost base, airlines remain financially vulnerable which Skytra’s product offering aims to address. The London-based firm has developed a suite of global and regional indices that will track the daily changes in the price of air travel in each geographic market, based on an industry measure of demand called revenue per passenger kilometer (RPK) which measures the number of kilometers traveled by paying passengers. “Finally we will have a risk management instrument tailor-made for the air travel industry that will help us manage our exposure to ticket price volatility more efficiently,” said Christine Rovelli, head of treasury at Finnair <FIA1S.HE>. Skytra aims to launch indices for six of the most active geographic sectors and roll them out to other sectors gradually, executives at the firm said. The product will be similar to typical futures contracts traded on most exchanges with quarterly expiries and offering contracts of up to two years.     U.S. President Donald Trump has signed a bill calling for the delisting of foreign companies that don't adhere to the same accounting transparency standards that securities regulators impose on public U.S. firms.Why It Matters:","Jan 19, 2020",https://finance.yahoo.com/news/airbus-unit-offer-product-help-003217928.html
5,"'Boring' economy spells winning year for stocks, Barclays' Mike Gapen","A ‘boring’ economy is setting stocks up for a winning year, Barclays top economist says. MORE IN TRADING NATION. News","Top Wall Street economist Michael Gapen believes the market’s record rally has stamina. The Barclays head of U.S. economics research cites a calm economic backdrop as a major driver. “We’re kind of sitting at a trend-like outlook where growth is around 2% this year,” he told CNBC’s “Trading Nation” on Friday. “It’s a very benign outlook. In some ways, it’s boring. I kind of think a boring U.S. outlook is actually pretty good for risk assets.” Gapen’s enthusiasm is chiefly due to a reduction in risk factors stemming from the signing of the U.S.-China phase-one trade deal and the positive impact the U.K. election will likely have on Brexit. But there’s one more vital ingredient keeping stocks in record high territory: Monetary policy. Gapen thinks it’s virtually impossible the Federal Reserve will hike interest rates this year. “The key is the Fed is on the sideline,” he said. “With the Fed committed to being on the sideline, I think that’s what’s helping equity markets move higher.” With just 12 trading days in the books for 2020, the Dow and S&P 500 are up 3% this year. So far this year, the Dow has seen seven all-time highs while the S&P has seen nine. Overall, Gapen predicts the market will hold on to record gains and have another winning year. “Our steady-ish as she goes trend-like outlook would be consistent, with say, equity market performance of around 8% to 9% this year given where we expect earnings growth to be,” Gapen said. Disclaimer Got a confidential news tip? We want to hear from you. Sign up for free newsletters and get more CNBC delivered to your inbox Get this delivered to your inbox, and more info about our products and services.  © 2020 CNBC LLC. All Rights Reserved. A Division of NBCUniversal Data is a real-time snapshot *Data is delayed at least 15 minutes. Global Business and Financial News, Stock Quotes, and Market Data and Analysis. Data also provided by","Jan 20, 2020",https://www.cnbc.com/2020/01/19/boring-economy-spells-winning-year-for-stocks-barclays-mike-gapen.html
6,"New Wuhan pneumonia cases fail to dampen China markets, but Hong Kong stocks decline on pre-holiday profit taking | South China Morning Post","New Wuhan pneumonia cases fail to dampen China markets, but Hong Kong stocks decline on pre-holiday profit taking. News of",                                                           ,"Jan 20, 2020",https://www.scmp.com/business/markets/article/3046850/new-wuhan-pneumonia-cases-fail-dampen-china-markets-hong-kong
7,Risk assets fall as Chinese virus triggers anxiety | Reuters,Risk assets fall as Chinese virus triggers anxiety. . . . . . . . . . . . ,"Discover Thomson Reuters By Rodrigo Campos 4 MIN READ NEW YORK (Reuters) - Risk assets took a hit across the globe on Tuesday, while the Japanese yen and U.S. Treasury prices gained, as financial markets reacted to mounting concern about a new strain of flu-like virus out of China. The World Health Organization called a meeting for Wednesday to consider declaring a global health emergency while authorities in China confirmed the coronavirus could spread through human contact. The mayor of Wuhan, where the outbreak began, confirmed a sixth virus-related death and the United States reported its first case. Investors worried about the threat of contagion as hundreds of millions travel for the Chinese Lunar New Year holidays, which peak over the coming weekend. Traders recalled the fallout from a Severe Acute Respiratory Syndrome (SARS) outbreak in 2002-2003 that killed about 800 people and which China initially covered up. Emerging market stocks lost 1.74%. MSCI’s broadest index of Asia-Pacific shares outside Japan closed 1.63% lower, while Japan’s Nikkei lost 0.91%. Hong Kong, where the economy suffered broadly due to the SARS outbreak, saw its main stock index fall 2.8%, the most for any day in over five months. The overnight chill in Asia carried over to European markets. Shares of luxury goods makers - which have large exposure to China - were among those declining the most. A U.S. index of airline stocks fell 2.6%. Hotel and casino operators Las Vegas Sands Corp and Wynn Resorts Ltd, both of which have large operations in China, dropped over 5%. “The fear is this could mushroom into an epidemic that could cut into economic activity,” said Peter Cardillo, chief market economist at Spartan Capital Securities in New York. “If it turns into an epidemic, who’s going to fly?” The Dow Jones Industrial Average fell 152.06 points, or 0.52 percent, to 29,196.04, the S&P 500 lost 8.83 points, or 0.27 percent, to 3,320.79 and the Nasdaq Composite dropped 18.14 points, or 0.19 percent, to 9,370.81. The pan-European FTSEurofirst 300 index lost 0.16 percent and MSCI’s gauge of stocks across the globe shed 0.45 percent. In other markets, U.S. 10-year government bond yields touched a two-week low while the safe-haven yen strengthened 0.34 percent versus the dollar at 109.83. RELATED COVERAGE  “The fear is that it could be a SARS-type event, which was an economic issue,” said Ellis Phifer, market strategist at Raymond James","Jan 20, 2020",https://www.reuters.com/article/us-global-markets-idUSKBN1ZK01J
8,Canadian airlines feel the pressure of flight-shaming and the 'Greta effect' - BNN Bloomberg,. BNN. COMPANY NEWS. . COMPANY NEWS. Canadian airlines feel the pressure of flight-shaming and the 'Greta effect'. . Top,"  MORE  Latest Videos  Most Popular Content Jan 20, 2020  Christopher Reynolds, The Canadian Press MONTREAL - Swedish may not be the lingua franca of the aviation world, but ask any airline executive about the term “flygskam” and they'll likely know exactly what it means. Flygskam - Swedish for “flight shame” - is a growing environmental movement that highlights the flight sector's carbon footprint, putting pressure on Canadian carriers to reduce greenhouse gas emissions while managing the cost of passenger guilt. “It does seem like a switch has flipped,” says airline expert Seth Kaplan. “For a while, there was this very incremental recognition of the urgency (of climate change), and then over the past year or so all this has really gotten into the spotlight - aided by Greta Thunberg.” The Swedish teenage activist, who travelled by racing yacht to a climate summit in New York to avoid flying and its attendant emissions, has focused attention on aviation's role in global warming, with consequences for travel companies. The CEO of SAS, one of Scandinavia's largest carriers, has attributed declining passenger numbers in Sweden to flight shaming. Meanwhile the country's main train operator, SJ, said it sold 1.5 million more tickets in 2018 than the previous year, thanks to what's been dubbed the “Greta effect.” Other European countries are experiencing the same phenomenon. Germany saw a similar decline in domestic flights in 2018, along with a corresponding increase in rail travel. To combat this trend, airlines are turning to carbon offsets, where they invest in projects such as wind farms and tree planting to compensate for plane-produced carbon dioxide. Such measures could cost airlines billions, Citigroup Inc. said in a research note last October. The banking conglomerate forecasts that carbon offsetting economy-class flights will cost US$3.8 billion per year within five years. Carriers could absorb the expense or pass it along to consumers via a higher ticket price, but airlines will struggle in the long run if increased costs deter travellers from flying, Citi said. If airlines foot the bill themselves, “the cost of carbon offsetting all leisure consumption could be as much as 27 per cent of airlines' profits by 2025,” wrote analyst Mark Manduca. Offsetting corporate travel - which Citi defined as business-class seats - will cost another $2.4 billion, reducing airline profits by a further 17 per cent, the report said. Commercial aviation accounts","Jan 20, 2020",http://www.bnnbloomberg.ca/canadian-airlines-feel-the-pressure-of-flight-shaming-and-the-greta-effect-1.1376536
9,European Stocks Are Weaker. A U.S. Holiday May Make It a Thin Session | Barron's,"European Stocks Trade Softer as Wall Street Closes for a Holiday. 8 Hardware Stocks to Buy for 2021, According to","  European stocks slipped on Monday, as investors looked set to take a breather on the heels of a record session, and as U.S. markets will be closed for a holiday. The Stoxx Europe 600 slipped 0.2% to 423.53. The index logged a fresh record close on Friday, closing up around 1% to 424.56. For the week, it gained nearly 1.3%, the biggest weekly gain since the week ended Dec. 20. The... Enterprise hardware stocks have been outperforming the market recently, and there should be further gains ahead. That’s the view of Morgan Stanley hardware analyst Katy Huberty, who lifted her price targets and earnings estimates for many stocks across the sector in an extensive research note Wednesday. She also shifted ratings on a number...       ","Jan 20, 2020",https://www.barrons.com/articles/european-stocks-are-weaker-a-u-s-holiday-may-make-it-a-thin-session-51579517938
