,title,headers,text,date,link
0,The Collapse of American Airlines Stock Has Created an Opportunity,. . . . S&P 500. Dow 30. Nasdaq. Russell 2000. Crude Oil. Gold. Silver. EUR/USD. 10-Yr Bond. GBP/USD. USD/JPY.,"                                                   Shares of American Airlines (NYSE:AAL) have been under pressure ever since early 2018, as the airline has been hit by one headwind after the other. American Airlines stock dropped more than 50% from January 2018 to August 2019. Source: Shutterstock First, rising oil prices hit the company’s margins hard in early 2018. Then, recession fears and slowing global demand hurt AAL stock in late 2018. Early this year  – just as things were starting to get better for American Airlines – Boeing’(NYSE:BA) had massive problems with its MAX 737 plane. The subsequent grounding of those planes  created under-capacity issues for American Airlines which have weighed on its margins and profits. InvestorPlace - Stock Market News, Stock Advice & Trading Tips The last 20 months have been ugly for AAL stock. But there’s reason to believe that American Airlines stock is now a good opportunity for investors. The headwinds which have hit AAL stock hard over the past 20 months will inevitably fade. That will probably happen soon. Oil prices should fall for the foreseeable future, thanks to rising supply and falling demand. Demand for air travel will remain strong, thanks to healthy global labor conditions. The 737’s difficulties  will be solved, and those planes should start flying again by late 2019. 15 Growth Stocks to Buy for the Long Haul All in all, by the end of 2019, American Airlines could be benefiting from strong demand, low oil prices and full capacity. That will be a winning combination for American Airlines stock. Since those improvements aren’t priced into AAL stock today, American Airlines stock could be due for a big comeback rally between now and the end of the year. American Airlines stock has tumbled over the past 20 months because the outlook and optics surrounding the company have been consistently negative. Heading into the end of 2019, that should change tremendously.                   Sometimes, following a leader makes the best investment strategy. And corporate insiders have long been popular","Aug 14, 2019",https://finance.yahoo.com/news/collapse-american-airlines-stock-created-131225593.html
1,American Airlines (AAL) Stock: There's Opportunity In the Rubble | InvestorPlace,The Collapse of American Airlines Stock Has Created an Opportunity. There's reason to believe that AAL stock is gearing up," Shares of American Airlines (NYSE:AAL) have been under pressure ever since early 2018, as the airline has been hit by one headwind after the other. American Airlines stock dropped more than 50% from January 2018 to August 2019.  First, rising oil prices hit the company’s margins hard in early 2018. Then, recession fears and slowing global demand hurt AAL stock in late 2018. Early this year  – just as things were starting to get better for American Airlines – Boeing’(NYSE:BA) had massive problems with its MAX 737 plane. The subsequent grounding of those planes  created under-capacity issues for American Airlines which have weighed on its margins and profits. The last 20 months have been ugly for AAL stock. But there’s reason to believe that American Airlines stock is now a good opportunity for investors. The headwinds which have hit AAL stock hard over the past 20 months will inevitably fade. That will probably happen soon. Oil prices should fall for the foreseeable future, thanks to rising supply and falling demand. Demand for air travel will remain strong, thanks to healthy global labor conditions. The 737’s difficulties  will be solved, and those planes should start flying again by late 2019. All in all, by the end of 2019, American Airlines could be benefiting from strong demand, low oil prices and full capacity. That will be a winning combination for American Airlines stock. Since those improvements aren’t priced into AAL stock today, American Airlines stock could be due for a big comeback rally between now and the end of the year. American Airlines stock has tumbled over the past 20 months because the outlook and optics surrounding the company have been consistently negative. Heading into the end of 2019, that should change tremendously. Over the past 20 months, American Airlines has dealt with rising oil prices (which killed its margins in early 2018), slowing demand (which caused its revenue growth to decelerate in late 2018), and the grounding of the 737s (which pushed down its volumes and added cost pressure). Given that backdrop, it’s no wonder AAL stock has dropped over 50% since early 2018. Over the next year, the outlook and optics of American Airlines will change for the better. Oil prices likely won’t rise meaningfully in the near-term. The oil market is being flooded with new supply. Oil supply outstripped oil demand by 900,000 barrels","Aug 14, 2019",https://investorplace.com/2019/08/the-collapse-of-american-airlines-stock-has-created-an-opportunity/
2,What’s going on in the world economy? And where is aviation heading? | CAPA,"What’s going on in the world economy? And where is aviation heading?. Air Freight is not only an economic indicator,","CAPA - Centre for Aviation uses cookies and other web technologies to collect anonymous data about the usage of this website so that we can better serve your needs in accordance with Informa's Privacy Policy. If you click the ""I Agree"" button below, you are agreeing to allow us to collect additional usage data that can potentially be used to identify you. If you'd like more information on this data, what we do with it, and more granular controls, please take a look at our Privacy Settings. As the bond rate inversion curve appeared on 14-Aug-2019 in the US and the UK, Wall Street headed rapidly south. A number of other countries have already this experienced inversion for a while. And in Germany, the world’s fourth largest economy, GDP growth rate went into reverse in 2Q2019. Does this mean recession is coming, or even imminent? Air freight numbers have been steadily falling for nearly a year. They used to be good forward indicators of where the world economy is headed, but not so much in recent years. Passenger traffic growth too has slowed markedly in the past year. Global trade conflict is creating uncertainty and aviation is inevitably caught up in that. So are we heading for trouble, and if so, when? Summary Especially for airlines in Asia Pacific, freight contributes considerably to overall revenues. And, since late-2018, the freight downturn has hit almost all regions, as this IATA chart shows. Freight tonne kilometres (FTKs) fell nearly 5% y-o-y in Jun-2019, the eighth consecutive month for negative annual growth. FTK growth by region, Jan-2016 to Jun2019  Source: IATA Economics The aggregated figure shows this emerging trend clearly, as the seasonally adjusted line tracked down since late 2018. Freight Tonne Kilometre growth 2014-2019  Source: IATA Economics There are conceivably two factors involved in this air freight trend: a broad slowing in many economies, cooling imports and exports, and the flow on impact of the accelerating trade dispute. In this mix, uncertainty is the common and increasingly dominant feature. Uncertainty leads to reluctance to invest and that, simply and predictably, flows down the line. President Trump’s recent threat to impose higher duties on a range of Chinese exports can be imagined as having a similar effect to that in a three mile long freight train, when the driver slams on the breaks. All down the train there is a thud-thud-thud","Aug 15, 2019",https://centreforaviation.com/analysis/reports/whats-going-on-in-the-world-economy-and-where-is-aviation-heading-488084
3,Hong Kong airline Cathay Pacific stock moves after recent tumble,"Shares of Cathay Pacific rebound, but the airline may still be in a 'very tough place'. Cathay in the spotlight","Shares of Hong Kong airline Cathay Pacific rebounded on Wednesday. Still, “much uncertainty” remains ahead in the market, according to Luya You, analyst for transportation research at Bocom International. “We believe ... the most prudent way to treat the stock right now is to downgrade to neutral,” You — who disclosed ownership in Cathay Pacific stock — told CNBC’s “Squawk Box” on Wednesday. “It’s very, very hard for us to know what’s going to happen in the next upcoming days or even upcoming weeks simply because right now Cathay Pacific is unfortunately stuck in a very, very, very tough place.” Shares of Cathay Pacific jumped 2.83% on Wednesday. You’s comments came as Hong Kong continues to be rocked by protests that have lasted for weeks and have seen outbursts of violence. Recent rounds have left operations at the city’s airport disrupted for two days. For its part, Cathay Pacific has come under increased scrutiny from Beijing, with the Chinese aviation regulatory body issuing a “major aviation safety risk warning” to the airline last week. The Civil Aviation Authority said that “on multiple occasions,” Cathay’s flight personnel have participated in “violent assault,” according to CNBC’s translation. “The incidents pose a serious threat to aviation safety, causing adverse social impact and as a result is increasing inbound aviation safety threats from Hong Kong to the mainland,” it said. It also ordered the carrier to provide identification information for its crew on mainland-bound flights, and said that crew members that do not receive the authority’s approval won’t be allowed into its airspace, including on flights bound for other destinations. Asked if other airlines could benefit from the misfortunes of Cathay Pacific, You said it was possible but “it’s a little bit too early” at the moment, as the Chinese aviation authority was “still waiting” to see the carrier’s response. “If things do significantly ... deteriorate then potentially yes, you know, the other airlines such as Air China, China Southern, even foreign airlines at Hong Kong International Airport could benefit from any displaced demand that goes from Cathay to anywhere else,” she said. Looking ahead, You said it was “very hard to say” how Cathay Pacific was likely to respond further to the current situation. “Everybody’s waiting to see their official response,” You said. “They’ve already issued their verbal response, their verbal agreement to China’s new standards but we’ve yet to see really a","Aug 14, 2019",https://www.cnbc.com/2019/08/14/hong-kong-airline-cathay-pacific-stock-moves-after-recent-tumble.html
4,The Importance Of Diversification,The Importance Of Diversification. . What Is Diversification in Investing?. KEY TAKEAWAYS. Understanding Diversification in Investing. . How Many Stocks,"Diversification is a technique that reduces risk by allocating investments across various financial instruments, industries, and other categories. It aims to maximize returns by investing in different areas that would each react differently to the same event. Most investment professionals agree that, although it does not guarantee against loss, diversification is the most important component of reaching long-range financial goals while minimizing risk. Here, we look at why this is true and how to accomplish diversification in your portfolio. Let's say you have a portfolio that only has airline stocks. Share prices will drop following any bad news, such as an indefinite pilot strike that will ultimately cancel flights. This means your portfolio will experience a noticeable drop in value. You can counterbalance these stocks with a few railway stocks, so only part of your portfolio will be affected. In fact, there is a very good chance that these stock prices will rise, as passengers look for alternative modes of transportation. You could diversify even further because of the risks associated with these companies. That's because anything that affects travel will hurt both industries. Statisticians may say that rail and air stocks have a strong correlation. This means you should diversify across the board—different industries as well as different types of companies. The more uncorrelated your stocks are, the better. By diversifying, you're making sure you don't put all your eggs in one basket. Be sure to diversify among different asset classes, too. Different assets such as bonds and stocks don't react the same way to adverse events. A combination of asset classes like stocks and bonds will reduce your portfolio's sensitivity to market swings because they move in opposite directions. So if you diversify, unpleasant movements in one will be offset by positive results in another. And don't forget location, location, location. Look for opportunities beyond your own geographical borders. After all, volatility in the United States may not affect stocks and bonds in Europe, so investing in that part of the world may minimize and offset the risks of investing at home. Obviously, owning five stocks is better than owning one, But there comes a point when adding more stocks to your portfolio ceases to make a difference. There is a debate over how many stocks are needed to reduce risk while maintaining a high return. The most conventional view argues that an investor can achieve optimal diversification","Aug 15, 2019",https://www.investopedia.com/investing/importance-diversification/
5,Hot Airline stock to watch: LATAM Airlines Group SA (NYSE: LTM),FXDAILYREPORT.COM. Hot Airline stock to watch: LATAM Airlines Group SA (NYSE: LTM). Top 10 Forex Brokers. Recent News. Forex Resources,"LATAM Airlines Group SA (NYSE: LTM) stock rose over 2.2% in the pre-market session of August 14th, 2019 (as of 5:29 pm GMT-4; Source: Google finance) as the company in the second quarter of FY 19 has reported the reduction in the net loss of the company to US$62.8 million, as compared to the US$207.8 million loss in the same period of 2018, on the back of an improvement of US$201.8 million in the foreign exchange result in second quarter 2019 compared with 2018. The company has reported 0.5% in the total revenues in the second quarter of 2019 to US$2,370.0 million, against US$2,357.4 million in the second quarter of 2018. This increase is on the back of a 3.2% increase in passenger revenues, offset by a 10.2% decrease in cargo revenues and 19.9% decrease in other revenues. Passenger and cargo revenues accounted for 85.2% and 11.4% of the total operating revenue of the quarter, respectively.  Further, during the second quarter 2019, LATAM Airlines Group carried 1.4 million passengers more than the same period last year and over the past 12 months has transported more than 71 million passengers for the first time since the association between LAN and TAM. This growth has been especially strong in LATAM’s domestic markets, both in Brazil and in Spanish-speaking countries, which accounted for 1.3 million of the additional passengers in the quarter. Moreover, by the end of the quarter, LATAM´s financial debt amounted to US$7.7 billion, a 1.2% increase compared to the previous quarter, while leverage reached 4.5x from 4.3x in March 2019. For the balance of 2019, the Company has roughly US$591 million in debt maturities. At the end of the second quarter 2019, LATAM has reported US$1,381 million in cash and cash equivalents, including certain highly liquid investments accounted as other current financial assets. Furthermore, the Company´s liquidity position was enhanced by US$600 million of an undrawn revolving credit facility (RCF) line. Thus, LATAM’s liquidity position amounted to 19.5% of the last twelve months’ net revenue by June 30, 2019. Additionally, Fleet commitments for 2019 amount to US$1,197 million, with approximately US$676 million accounting for capital expenditures. To date, LATAM has successfully financed all of its 2019 deliveries with a combination of sales & leasebacks and JOLCO financing, comprising senior secured debt and Japanese equity. For 2020, expected fleet commitments amount to US$708 million. For FY 19, the company expects","Aug 14, 2019",https://fxdailyreport.com/hot-airline-stock-to-watch-latam-airlines-group-sa-nyse-ltm/
6,This is the FTSE 100's cheapest stock. Is it worth buying? - The Motley Fool UK,. . . . . . . . . . . . . . . . This is the FTSE,"      Click here for The Motley Fool UK’s resources on Coronavirus and the market. Rupert Hargreaves | Thursday, 15th August, 2019 | More on: IAG Right now, the median historical P/E ratio of stocks in the FTSE 100 is 13.4. With City analysts forecasting average earnings growth of around 8.5% for the index’s constituents this year, the ratio is set to fall to 12.8 for 2020.  This is only the median valuation of stocks in the UK’s leading blue-chip index. Some businesses are worth substantially more or less. And one company that is worth considerably less is International Consolidated Airlines Group (LSE: IAG).  5G is here – and shares of this ‘sleeping giant’ could be a great way for you to potentially profit! According to one leading industry firm, the 5G boom could create a global industry worth US$12.3 TRILLION out of thin air… And if you click here we’ll show you something that could be key to unlocking 5G’s full potential... Owner of the British Airways and Iberia brands, IAG is one of the world’s largest airline groups. Over the past 10 years, under the management of CEO Willie Walsh, IAG has been transformed from a money-losing basket case into a tremendously profitable airline business. Last year the company earned nearly €3bn, although this was mainly due to one-off factors. But City analysts are expecting a healthy €2.3bn of net profit for 2019. Based on these figures, IAG’s return on equity — a measure of business profitability — was 32% last year, which puts the company in the top 10% of the most profitable public businesses on the London market.  However, despite these attractive profitability metrics, shares in IAG have the lowest valuation in the FTSE 100. At the time of writing, shares in the company are trading at a forward P/E of just 4.2, that’s a discount of 67% to the market average.  Generally speaking, companies with a higher level of profitability than the rest of the market deserve a premium valuation, but that’s clearly not the case with IAG. The question is why, and if it is worth taking advantage of this valuation anomaly? The airline business is quite an unpredictable one. There are so many different factors that can alter earnings. It is quite difficult to predict growth. Analysts have to take into account factors such as","Aug 15, 2019",https://www.fool.co.uk/investing/2019/08/15/this-is-the-ftse-100s-cheapest-stock-is-it-worth-buying/
7,2020 Was a Big Year for IPOs. It Might Be Tech Bubble 2.0. | Barron's,The Bond Market Is Predicting a Recession but the Stock Market Still Isn’t. It Has Definitely Been a Big Year,"  The bond market seems to be pricing in a recession. The stock market isn’t. Is that paradox a problem? Not really. Bond investors are clearly frightened. The 2-year and 10-year U.S. government bond yields inverted earlier Wednesday. That is a predictor of a recession. At least, that’s what the theory says. The inversion is also a sign that... Are we having another tech-stock bubble? It’s not hard to see why people are worried about that possibility. Last week’s initial public offerings for DoorDash (ticker: DASH), Airbnb (ABNB) and C3.ai (AI) appeared positively out of control, with huge post-listing gains for all three. The sell-off that has followed over the past few trading days smacks of buyers’ remorse. There...       ","Aug 14, 2019",https://www.barrons.com/articles/bond-market-stocks-recession-fears-cyclicals-airlines-cars-software-51565810006
8,Banks That Swapped Kenya Airways Debt Lose Out as Stock Tumbles - Bloomberg,. . . . . . . . . . . . . . . . . . . .,"A group of lenders who swapped Kenya Airways Plc debt into shares almost two years ago betting on a turnaround can’t seem to catch a break. Just this month, shares of the carrier have fallen 24% and were trading at 2.64 shillings by 2:22 p.m. at the Nairobi Securities Exchange, 66% below the price Equity Group Holdings Plc, KCB Group Ltd. and nine other banks swapped debt for shares. The selloff intensified when lawmakers adopted a proposal for the government to nationalize the airline with no clarity on a buyout price.      ","Aug 15, 2019",https://www.bloomberg.com/news/articles/2019-08-15/banks-that-swapped-kenya-airways-debt-lose-out-as-stock-tumbles
9,United Airlines Holdings Inc PE Ratio (TTM) Historical Data |  - GuruFocus.com,United Airlines Holdings Inc $ 44.74 -1.14 (-2.48%). United Airlines PE Ratio (TTM) Chart. United Airlines PE Ratio (TTM) Historical,What is PE Ratio (TTM)? View and export this data going back to 1990. Start your Free Trial,"Aug 14, 2019",https://www.gurufocus.com/stock/UAL/data/pe-ratio
